ID,FromStationName,ToStationName
SEA00368,Eastlake Ave E & E Allison St,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd
SEA00058,Terry Ave & Stewart St,Pier 69 / Alaskan Way & Clay St
SEA00060,7th Ave & Union St,2nd Ave & Pine St
SEA00420,PATH / 9th Ave & Westlake Ave,Seattle University / E Columbia St & 12th Ave
SEA00117,PATH / 9th Ave & Westlake Ave,Seattle University / E Columbia St & 12th Ave
SEA00472,Westlake Ave & 6th Ave,Dexter Ave N & Aloha St
SEA00013,PATH / 9th Ave & Westlake Ave,Seattle University / E Columbia St & 12th Ave
SEA00398,3rd Ave & Broad St,Bellevue Ave & E Pine St
SEA00424,Bellevue Ave & E Pine St,Occidental Park / Occidental Ave S & S Washington St
SEA00230,15th Ave E & E Thomas St,6th Ave S & S King St
SEA00289,Children's Hospital / Sandpoint Way NE & 40th Ave NE,NE Pacific St/UW Medical Center
SEA00468,Children's Hospital / Sandpoint Way NE & 40th Ave NE,NE Pacific St/UW Medical Center
SEA00492,12th Ave & E Mercer St,Summit Ave & E Denny Way
SEA00088,2nd Ave & Vine St,Terry Ave & Stewart St
SEA00430,12th Ave & E Mercer St,Summit Ave & E Denny Way
SEA00103,Key Arena / 1st Ave N & Harrison St,Mercer St & 9th Ave N
SEA00288,12th Ave & E Mercer St,Summit Ave & E Denny Way
SEA00167,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,UW Intramural Activities Building
SEA00184,Cal Anderson Park / 11th Ave & Pine St,Summit Ave E & E Republican St
SEA00011,2nd Ave & Vine St,PATH / 9th Ave & Westlake Ave
SEA00023,Seattle University / E Columbia St & 12th Ave,6th Ave S & S King St
SEA00483,Mercer St & 9th Ave N,Key Arena / 1st Ave N & Harrison St
SEA00139,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,NE Pacific St/UW Medical Center
SEA00334,Key Arena / 1st Ave N & Harrison St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00271,UW Intramural Activities Building,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd
SEA00171,Eastlake Ave E & E Allison St,Burke Museum / E Stevens Way NE & Memorial Way NE
SEA00469,Eastlake Ave E & E Allison St,Burke Museum / E Stevens Way NE & Memorial Way NE
SEA00092,15th Ave NE & NE 40th St,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd
SEA00296,2nd Ave & Spring St,6th Ave S & S King St
SEA00394,2nd Ave & Spring St,6th Ave S & S King St
SEA00190,2nd Ave & Pine St,Occidental Park / Occidental Ave S & S Washington St
SEA00382,3rd Ave & Broad St,2nd Ave & Blanchard St
SEA00388,E Harrison St & Broadway Ave E,3rd Ave & Broad St
SEA00434,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,Eastlake Ave E & E Allison St
SEA00074,Thomas St & 5th Ave N,Dexter Ave N & Aloha St
SEA00460,Thomas St & 5th Ave N,Dexter Ave N & Aloha St
SEA00023,6th Ave S & S King St,1st Ave & Marion St
SEA00208,1st Ave & Marion St,PATH / 9th Ave & Westlake Ave
SEA00468,NE Pacific St/UW Medical Center,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00164,2nd Ave & Pine St,PATH / 9th Ave & Westlake Ave
SEA00060,2nd Ave & Pine St,PATH / 9th Ave & Westlake Ave
SEA00119,2nd Ave & Vine St,7th Ave & Union St
SEA00224,Dexter Ave N & Aloha St,Thomas St & 5th Ave N
SEA00054,Cal Anderson Park / 11th Ave & Pine St,E Harrison St & Broadway Ave E
SEA00470,2nd Ave & Pine St,2nd Ave & Pine St
SEA00332,Summit Ave E & E Republican St,7th Ave & Union St
SEA00208,PATH / 9th Ave & Westlake Ave,1st Ave & Marion St
SEA00032,Summit Ave E & E Republican St,E Blaine St & Fairview Ave E
SEA00305,Lake Union Park / Valley St & Boren Ave N,Republican St & Westlake Ave N
SEA00371,Lake Union Park / Valley St & Boren Ave N,Republican St & Westlake Ave N
SEA00404,7th Ave & Union St,7th Ave & Union St
SEA00042,NE 47th St & 12th Ave NE,Burke Museum / E Stevens Way NE & Memorial Way NE
SEA00440,Republican St & Westlake Ave N,PATH / 9th Ave & Westlake Ave
SEA00090,Republican St & Westlake Ave N,PATH / 9th Ave & Westlake Ave
SEA00168,Summit Ave E & E Republican St,Bellevue Ave & E Pine St
SEA00121,Broadway and E Denny Way,E Pine St & 16th Ave
SEA00309,Thomas St & 5th Ave N,Dexter Ave N & Aloha St
SEA00085,Thomas St & 5th Ave N,Dexter Ave N & Aloha St
SEA00140,Pier 66 / Alaskan Way & Bell St,2nd Ave & Blanchard St
SEA00272,Pier 66 / Alaskan Way & Bell St,2nd Ave & Blanchard St
SEA00337,Broadway and E Denny Way,Harvard Ave & E Pine St
SEA00498,Broadway and E Denny Way,Harvard Ave & E Pine St
SEA00054,E Harrison St & Broadway Ave E,Cal Anderson Park / 11th Ave & Pine St
SEA00190,Occidental Park / Occidental Ave S & S Washington St,Key Arena / 1st Ave N & Harrison St
SEA00233,Seattle University / E Columbia St & 12th Ave,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00105,Occidental Park / Occidental Ave S & S Washington St,Pine St & 9th Ave
SEA00426,Occidental Park / Occidental Ave S & S Washington St,Pine St & 9th Ave
SEA00369,2nd Ave & Spring St,2nd Ave & Pine St
SEA00479,Terry Ave & Stewart St,Dexter Ave N & Aloha St
SEA00006,Occidental Park / Occidental Ave S & S Washington St,Pine St & 9th Ave
SEA00118,E Pine St & 16th Ave,15th Ave E & E Thomas St
SEA00464,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Pier 69 / Alaskan Way & Clay St
SEA00430,Summit Ave & E Denny Way,Summit Ave E & E Republican St
SEA00057,City Hall / 4th Ave & James St,NE 47th St & 12th Ave NE
SEA00078,REI / Yale Ave N & John St,REI / Yale Ave N & John St
SEA00208,1st Ave & Marion St,Key Arena / 1st Ave N & Harrison St
SEA00375,E Harrison St & Broadway Ave E,Summit Ave E & E Republican St
SEA00300,E Harrison St & Broadway Ave E,Summit Ave E & E Republican St
SEA00365,Summit Ave & E Denny Way,E Blaine St & Fairview Ave E
SEA00201,2nd Ave & Pine St,2nd Ave & Spring St
SEA00118,15th Ave E & E Thomas St,2nd Ave & Vine St
SEA00224,Thomas St & 5th Ave N,Bellevue Ave & E Pine St
SEA00139,NE Pacific St/UW Medical Center,NE 42nd St & University Way NE
SEA00263,Westlake Ave & 6th Ave,Mercer St & 9th Ave N
SEA00383,Westlake Ave & 6th Ave,Mercer St & 9th Ave N
SEA00005,E Harrison St & Broadway Ave E,Key Arena / 1st Ave N & Harrison St
SEA00172,Dexter Ave N & Aloha St,2nd Ave & Vine St
SEA00047,E Pine St & 16th Ave,Union St & 4th Ave
SEA00436,REI / Yale Ave N & John St,Republican St & Westlake Ave N
SEA00238,2nd Ave & Vine St,Union St & 4th Ave
SEA00311,3rd Ave & Broad St,PATH / 9th Ave & Westlake Ave
SEA00278,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,Key Arena / 1st Ave N & Harrison St
SEA00369,2nd Ave & Pine St,Pier 69 / Alaskan Way & Clay St
SEA00498,Harvard Ave & E Pine St,2nd Ave & Pine St
SEA00129,1st Ave & Marion St,Pier 69 / Alaskan Way & Clay St
SEA00183,1st Ave & Marion St,Key Arena / 1st Ave N & Harrison St
SEA00155,Westlake Ave & 6th Ave,Dexter Ave N & Aloha St
SEA00085,Dexter Ave N & Aloha St,Terry Ave & Stewart St
SEA00374,E Pine St & 16th Ave,1st Ave & Marion St
SEA00162,Key Arena / 1st Ave N & Harrison St,E Blaine St & Fairview Ave E
SEA00402,Cal Anderson Park / 11th Ave & Pine St,Seattle University / E Columbia St & 12th Ave
SEA00270,Westlake Ave & 6th Ave,Dexter Ave N & Aloha St
SEA00035,12th Ave & E Mercer St,Cal Anderson Park / 11th Ave & Pine St
SEA00121,E Pine St & 16th Ave,2nd Ave & Pine St
SEA00103,Broadway and E Denny Way,3rd Ave & Broad St
SEA00138,3rd Ave & Broad St,6th Ave & Blanchard St
SEA00381,Seattle University / E Columbia St & 12th Ave,Dexter Ave N & Aloha St
SEA00086,E Pine St & 16th Ave,Westlake Ave & 6th Ave
SEA00126,Harvard Ave & E Pine St,6th Ave & Blanchard St
SEA00067,City Hall / 4th Ave & James St,Union St & 4th Ave
SEA00191,Key Arena / 1st Ave N & Harrison St,Republican St & Westlake Ave N
SEA00379,12th Ave & E Mercer St,City Hall / 4th Ave & James St
SEA00431,E Pine St & 16th Ave,Broadway and E Denny Way
SEA00341,12th Ave & E Mercer St,Republican St & Westlake Ave N
SEA00032,E Blaine St & Fairview Ave E,City Hall / 4th Ave & James St
SEA00094,Bellevue Ave & E Pine St,2nd Ave & Spring St
SEA00168,Bellevue Ave & E Pine St,Occidental Park / Occidental Ave S & S Washington St
SEA00309,Dexter Ave N & Aloha St,E Blaine St & Fairview Ave E
SEA00013,Seattle University / E Columbia St & 12th Ave,Occidental Park / Occidental Ave S & S Washington St
SEA00207,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,Pier 66 / Alaskan Way & Bell St
SEA00220,Summit Ave & E Denny Way,7th Ave & Union St
SEA00121,2nd Ave & Pine St,9th Ave N & Mercer St
SEA00043,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,Pier 69 / Alaskan Way & Clay St
SEA00179,6th Ave & Blanchard St,7th Ave & Union St
SEA00184,Summit Ave E & E Republican St,9th Ave N & Mercer St
SEA00233,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Pier 69 / Alaskan Way & Clay St
SEA00013,Occidental Park / Occidental Ave S & S Washington St,Pier 69 / Alaskan Way & Clay St
SEA00428,6th Ave & Blanchard St,9th Ave N & Mercer St
SEA00232,12th Ave & E Denny Way,City Hall / 4th Ave & James St
SEA00335,E Pine St & 16th Ave,Republican St & Westlake Ave N
SEA00038,15th Ave E & E Thomas St,Union St & 4th Ave
SEA00068,Westlake Ave & 6th Ave,Dexter Ave N & Aloha St
SEA00346,E Pine St & 16th Ave,6th Ave & Blanchard St
SEA00431,Broadway and E Denny Way,Republican St & Westlake Ave N
SEA00259,Cal Anderson Park / 11th Ave & Pine St,7th Ave & Union St
SEA00365,E Blaine St & Fairview Ave E,9th Ave N & Mercer St
SEA00087,Summit Ave E & E Republican St,E Blaine St & Fairview Ave E
SEA00067,Union St & 4th Ave,City Hall / 4th Ave & James St
SEA00281,12th Ave & E Denny Way,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St
SEA00128,Summit Ave E & E Republican St,Republican St & Westlake Ave N
SEA00358,E Pine St & 16th Ave,2nd Ave & Vine St
SEA00412,E Blaine St & Fairview Ave E,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St
SEA00356,1st Ave & Marion St,Republican St & Westlake Ave N
SEA00340,6th Ave & Blanchard St,Republican St & Westlake Ave N
SEA00490,E Pine St & 16th Ave,PATH / 9th Ave & Westlake Ave
SEA00423,12th Ave & NE Campus Pkwy,NE Pacific St/UW Medical Center
SEA00276,6th Ave & Blanchard St,Dexter Ave N & Aloha St
SEA00418,E Pine St & 16th Ave,REI / Yale Ave N & John St
SEA00082,Summit Ave E & E Republican St,Union St & 4th Ave
SEA00298,E Pine St & 16th Ave,15th Ave NE & NE 40th St
SEA00391,PATH / 9th Ave & Westlake Ave,Union St & 4th Ave
SEA00118,2nd Ave & Vine St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00197,Summit Ave E & E Republican St,Broadway and E Denny Way
SEA00152,Summit Ave E & E Republican St,9th Ave N & Mercer St
SEA00384,Thomas St & 5th Ave N,REI / Yale Ave N & John St
SEA00188,Cal Anderson Park / 11th Ave & Pine St,Thomas St & 5th Ave N
SEA00114,Cal Anderson Park / 11th Ave & Pine St,Thomas St & 5th Ave N
SEA00102,Bellevue Ave & E Pine St,Westlake Ave & 6th Ave
SEA00432,Pine St & 9th Ave,Harvard Ave & E Pine St
SEA00440,Summit Ave E & E Republican St,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St
SEA00185,12th Ave & E Mercer St,Pine St & 9th Ave
SEA00458,15th Ave E & E Thomas St,Westlake Ave & 6th Ave
SEA00074,Dexter Ave N & Aloha St,2nd Ave & Spring St
SEA00410,Bellevue Ave & E Pine St,PATH / 9th Ave & Westlake Ave
SEA00180,Broadway and E Denny Way,Westlake Ave & 6th Ave
SEA00348,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Pier 69 / Alaskan Way & Clay St
SEA00429,Harvard Ave & E Pine St,2nd Ave & Spring St
SEA00117,Seattle University / E Columbia St & 12th Ave,6th Ave S & S King St
SEA00347,E Pine St & 16th Ave,1st Ave & Marion St
SEA00391,Union St & 4th Ave,Republican St & Westlake Ave N
SEA00447,E Pine St & 16th Ave,Eastlake Ave E & E Allison St
SEA00035,Cal Anderson Park / 11th Ave & Pine St,Occidental Park / Occidental Ave S & S Washington St
SEA00425,Lake Union Park / Valley St & Boren Ave N,Dexter Ave N & Aloha St
SEA00282,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,NE Pacific St/UW Medical Center
SEA00058,Pier 69 / Alaskan Way & Clay St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00185,Pine St & 9th Ave,PATH / 9th Ave & Westlake Ave
SEA00208,Key Arena / 1st Ave N & Harrison St,9th Ave N & Mercer St
SEA00103,3rd Ave & Broad St,2nd Ave & Spring St
SEA00068,Dexter Ave N & Aloha St,Westlake Ave & 6th Ave
SEA00133,12th Ave & E Mercer St,Republican St & Westlake Ave N
SEA00137,12th Ave & E Mercer St,Seattle University / E Columbia St & 12th Ave
SEA00229,12th Ave & E Mercer St,Seattle University / E Columbia St & 12th Ave
SEA00057,NE 47th St & 12th Ave NE,Republican St & Westlake Ave N
SEA00054,Cal Anderson Park / 11th Ave & Pine St,PATH / 9th Ave & Westlake Ave
SEA00158,Summit Ave E & E Republican St,Westlake Ave & 6th Ave
SEA00443,Summit Ave & E Denny Way,2nd Ave & Pine St
SEA00388,3rd Ave & Broad St,Terry Ave & Stewart St
SEA00402,Seattle University / E Columbia St & 12th Ave,2nd Ave & Pine St
SEA00209,Seattle University / E Columbia St & 12th Ave,Bellevue Ave & E Pine St
SEA00398,Bellevue Ave & E Pine St,Westlake Ave & 6th Ave
SEA00031,Terry Ave & Stewart St,9th Ave N & Mercer St
SEA00191,Republican St & Westlake Ave N,6th Ave & Blanchard St
SEA00261,Pier 69 / Alaskan Way & Clay St,Occidental Park / Occidental Ave S & S Washington St
SEA00410,PATH / 9th Ave & Westlake Ave,9th Ave N & Mercer St
SEA00220,7th Ave & Union St,Mercer St & 9th Ave N
SEA00309,E Blaine St & Fairview Ave E,Burke Museum / E Stevens Way NE & Memorial Way NE
SEA00018,E Pine St & 16th Ave,Westlake Ave & 6th Ave
SEA00294,E Harrison St & Broadway Ave E,7th Ave & Union St
SEA00379,City Hall / 4th Ave & James St,City Hall / 4th Ave & James St
SEA00413,Key Arena / 1st Ave N & Harrison St,E Blaine St & Fairview Ave E
SEA00443,2nd Ave & Pine St,2nd Ave & Vine St
SEA00315,E Pine St & 16th Ave,2nd Ave & Vine St
SEA00418,REI / Yale Ave N & John St,Lake Union Park / Valley St & Boren Ave N
SEA00136,Pier 66 / Alaskan Way & Bell St,Pier 69 / Alaskan Way & Clay St
SEA00207,Pier 66 / Alaskan Way & Bell St,Terry Ave & Stewart St
SEA00142,12th Ave & E Mercer St,2nd Ave & Pine St
SEA00080,12th Ave & E Mercer St,2nd Ave & Pine St
SEA00224,Bellevue Ave & E Pine St,Union St & 4th Ave
SEA00209,Bellevue Ave & E Pine St,REI / Yale Ave N & John St
SEA00228,12th Ave & E Mercer St,2nd Ave & Spring St
SEA00043,Pier 69 / Alaskan Way & Clay St,Terry Ave & Stewart St
SEA00234,Seattle University / E Columbia St & 12th Ave,1st Ave & Marion St
SEA00420,Seattle University / E Columbia St & 12th Ave,1st Ave & Marion St
SEA00093,Lake Union Park / Valley St & Boren Ave N,Eastlake Ave E & E Allison St
SEA00137,Seattle University / E Columbia St & 12th Ave,6th Ave S & S King St
SEA00280,Seattle University / E Columbia St & 12th Ave,6th Ave S & S King St
SEA00332,7th Ave & Union St,6th Ave S & S King St
SEA00204,Lake Union Park / Valley St & Boren Ave N,6th Ave & Blanchard St
SEA00479,Dexter Ave N & Aloha St,Terry Ave & Stewart St
SEA00011,PATH / 9th Ave & Westlake Ave,Cal Anderson Park / 11th Ave & Pine St
SEA00455,Cal Anderson Park / 11th Ave & Pine St,Pine St & 9th Ave
SEA00460,Dexter Ave N & Aloha St,9th Ave N & Mercer St
SEA00060,PATH / 9th Ave & Westlake Ave,3rd Ave & Broad St
SEA00164,PATH / 9th Ave & Westlake Ave,3rd Ave & Broad St
SEA00197,Broadway and E Denny Way,Pine St & 9th Ave
SEA00060,3rd Ave & Broad St,Pier 66 / Alaskan Way & Bell St
SEA00128,3rd Ave & Broad St,Pier 66 / Alaskan Way & Bell St
SEA00389,Westlake Ave & 6th Ave,PATH / 9th Ave & Westlake Ave
SEA00079,15th Ave NE & NE 40th St,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St
SEA00256,6th Ave & Blanchard St,9th Ave N & Mercer St
SEA00448,15th Ave E & E Thomas St,Cal Anderson Park / 11th Ave & Pine St
SEA00372,Mercer St & 9th Ave N,Thomas St & 5th Ave N
SEA00013,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St
SEA00031,9th Ave N & Mercer St,PATH / 9th Ave & Westlake Ave
SEA00089,Summit Ave & E Denny Way,1st Ave & Marion St
SEA00119,7th Ave & Union St,REI / Yale Ave N & John St
SEA00183,Key Arena / 1st Ave N & Harrison St,7th Ave & Union St
SEA00079,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,Pine St & 9th Ave
SEA00424,Occidental Park / Occidental Ave S & S Washington St,2nd Ave & Pine St
SEA00438,Occidental Park / Occidental Ave S & S Washington St,2nd Ave & Pine St
SEA00423,NE Pacific St/UW Medical Center,12th Ave & NE Campus Pkwy
SEA00456,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,NE Pacific St/UW Medical Center
SEA00209,REI / Yale Ave N & John St,7th Ave & Union St
SEA00352,3rd Ave & Broad St,Lake Union Park / Valley St & Boren Ave N
SEA00488,3rd Ave & Broad St,Lake Union Park / Valley St & Boren Ave N
SEA00339,E Pine St & 16th Ave,Bellevue Ave & E Pine St
SEA00329,Key Arena / 1st Ave N & Harrison St,1st Ave & Marion St
SEA00074,2nd Ave & Spring St,Pier 69 / Alaskan Way & Clay St
SEA00429,2nd Ave & Spring St,Pier 69 / Alaskan Way & Clay St
SEA00192,2nd Ave & Spring St,Pier 69 / Alaskan Way & Clay St
SEA00291,2nd Ave & Spring St,Pier 69 / Alaskan Way & Clay St
SEA00027,NE 47th St & 12th Ave NE,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00485,NE 47th St & 12th Ave NE,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00044,E Harrison St & Broadway Ave E,Westlake Ave & 6th Ave
SEA00490,PATH / 9th Ave & Westlake Ave,Westlake Ave & 6th Ave
SEA00233,Pier 69 / Alaskan Way & Clay St,Thomas St & 5th Ave N
SEA00348,Pier 69 / Alaskan Way & Clay St,Thomas St & 5th Ave N
SEA00057,Pier 66 / Alaskan Way & Bell St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00192,Pier 69 / Alaskan Way & Clay St,Key Arena / 1st Ave N & Harrison St
SEA00429,Pier 69 / Alaskan Way & Clay St,Key Arena / 1st Ave N & Harrison St
SEA00074,Pier 69 / Alaskan Way & Clay St,Key Arena / 1st Ave N & Harrison St
SEA00291,Pier 69 / Alaskan Way & Clay St,Key Arena / 1st Ave N & Harrison St
SEA00464,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St
SEA00109,Terry Ave & Stewart St,Cal Anderson Park / 11th Ave & Pine St
SEA00152,9th Ave N & Mercer St,E Harrison St & Broadway Ave E
SEA00375,Summit Ave E & E Republican St,Summit Ave E & E Republican St
SEA00300,Summit Ave E & E Republican St,Republican St & Westlake Ave N
SEA00352,Lake Union Park / Valley St & Boren Ave N,City Hall / 4th Ave & James St
SEA00418,Lake Union Park / Valley St & Boren Ave N,City Hall / 4th Ave & James St
SEA00415,2nd Ave & Blanchard St,Pine St & 9th Ave
SEA00323,Pine St & 9th Ave,Cal Anderson Park / 11th Ave & Pine St
SEA00006,Pine St & 9th Ave,Cal Anderson Park / 11th Ave & Pine St
SEA00472,E Pine St & 16th Ave,12th Ave & NE Campus Pkwy
SEA00013,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St
SEA00179,E Harrison St & Broadway Ave E,City Hall / 4th Ave & James St
SEA00412,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,Lake Union Park / Valley St & Boren Ave N
SEA00281,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,Lake Union Park / Valley St & Boren Ave N
SEA00395,2nd Ave & Pine St,Occidental Park / Occidental Ave S & S Washington St
SEA00488,Lake Union Park / Valley St & Boren Ave N,Pier 66 / Alaskan Way & Bell St
SEA00086,Westlake Ave & 6th Ave,PATH / 9th Ave & Westlake Ave
SEA00125,6th Ave S & S King St,6th Ave S & S King St
SEA00435,6th Ave S & S King St,6th Ave S & S King St
SEA00242,12th Ave & E Mercer St,Broadway and E Denny Way
SEA00044,Westlake Ave & 6th Ave,PATH / 9th Ave & Westlake Ave
SEA00458,Westlake Ave & 6th Ave,PATH / 9th Ave & Westlake Ave
SEA00179,City Hall / 4th Ave & James St,Union St & 4th Ave
SEA00013,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St
SEA00111,2nd Ave & Pine St,Thomas St & 5th Ave N
SEA00327,Summit Ave E & E Republican St,NE Pacific St/UW Medical Center
SEA00055,Summit Ave E & E Republican St,NE Pacific St/UW Medical Center
SEA00369,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St
SEA00046,E Harrison St & Broadway Ave E,Harvard Ave & E Pine St
SEA00423,12th Ave & NE Campus Pkwy,NE Pacific St/UW Medical Center
SEA00056,Summit Ave E & E Republican St,NE Pacific St/UW Medical Center
SEA00136,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St
SEA00421,PATH / 9th Ave & Westlake Ave,9th Ave N & Mercer St
SEA00168,Occidental Park / Occidental Ave S & S Washington St,2nd Ave & Pine St
SEA00395,Occidental Park / Occidental Ave S & S Washington St,2nd Ave & Pine St
SEA00046,Harvard Ave & E Pine St,E Harrison St & Broadway Ave E
SEA00173,Occidental Park / Occidental Ave S & S Washington St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00035,Occidental Park / Occidental Ave S & S Washington St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00372,Thomas St & 5th Ave N,Thomas St & 5th Ave N
SEA00414,E Harrison St & Broadway Ave E,Union St & 4th Ave
SEA00379,City Hall / 4th Ave & James St,7th Ave & Union St
SEA00450,12th Ave & E Mercer St,Union St & 4th Ave
SEA00407,E Blaine St & Fairview Ave E,PATH / 9th Ave & Westlake Ave
SEA00215,Pier 69 / Alaskan Way & Clay St,1st Ave & Marion St
SEA00038,Union St & 4th Ave,Occidental Park / Occidental Ave S & S Washington St
SEA00092,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,2nd Ave & Pine St
SEA00379,7th Ave & Union St,Key Arena / 1st Ave N & Harrison St
SEA00138,6th Ave & Blanchard St,Republican St & Westlake Ave N
SEA00116,15th Ave NE & NE 40th St,UW Intramural Activities Building
SEA00270,Dexter Ave N & Aloha St,Westlake Ave & 6th Ave
SEA00041,2nd Ave & Vine St,Union St & 4th Ave
SEA00260,E Pine St & 16th Ave,Union St & 4th Ave
SEA00138,Republican St & Westlake Ave N,PATH / 9th Ave & Westlake Ave
SEA00453,Union St & 4th Ave,Key Arena / 1st Ave N & Harrison St
SEA00440,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,Lake Union Park / Valley St & Boren Ave N
SEA00158,Westlake Ave & 6th Ave,6th Ave & Blanchard St
SEA00430,Summit Ave E & E Republican St,Bellevue Ave & E Pine St
SEA00094,2nd Ave & Spring St,2nd Ave & Pine St
SEA00240,REI / Yale Ave N & John St,12th Ave & NE Campus Pkwy
SEA00111,Thomas St & 5th Ave N,Lake Union Park / Valley St & Boren Ave N
SEA00058,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Pier 69 / Alaskan Way & Clay St
SEA00457,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Pier 69 / Alaskan Way & Clay St
SEA00172,2nd Ave & Vine St,Westlake Ave & 6th Ave
SEA00213,2nd Ave & Vine St,1st Ave & Marion St
SEA00096,Lake Union Park / Valley St & Boren Ave N,12th Ave & NE Campus Pkwy
SEA00244,REI / Yale Ave N & John St,Westlake Ave & 6th Ave
SEA00162,E Blaine St & Fairview Ave E,Key Arena / 1st Ave N & Harrison St
SEA00053,3rd Ave & Broad St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00167,UW Intramural Activities Building,15th Ave NE & NE 40th St
SEA00323,Cal Anderson Park / 11th Ave & Pine St,Eastlake Ave E & E Allison St
SEA00167,15th Ave NE & NE 40th St,UW Intramural Activities Building
SEA00261,Occidental Park / Occidental Ave S & S Washington St,2nd Ave & Pine St
SEA00274,Occidental Park / Occidental Ave S & S Washington St,2nd Ave & Pine St
SEA00111,Lake Union Park / Valley St & Boren Ave N,Westlake Ave & 6th Ave
SEA00440,Lake Union Park / Valley St & Boren Ave N,Westlake Ave & 6th Ave
SEA00459,E Pine St & 16th Ave,15th Ave E & E Thomas St
SEA00190,Key Arena / 1st Ave N & Harrison St,Dexter Ave N & Aloha St
SEA00333,Dexter Ave N & Aloha St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00421,9th Ave N & Mercer St,Westlake Ave & 6th Ave
SEA00144,Broadway and E Denny Way,12th Ave & E Mercer St
SEA00495,Broadway and E Denny Way,12th Ave & E Mercer St
SEA00260,Union St & 4th Ave,PATH / 9th Ave & Westlake Ave
SEA00216,Broadway and E Denny Way,E Pine St & 16th Ave
SEA00038,Occidental Park / Occidental Ave S & S Washington St,Summit Ave & E Denny Way
SEA00285,Thomas St & 5th Ave N,2nd Ave & Pine St
SEA00348,Thomas St & 5th Ave N,2nd Ave & Pine St
SEA00341,Republican St & Westlake Ave N,Pine St & 9th Ave
SEA00328,2nd Ave & Vine St,2nd Ave & Pine St
SEA00224,Broadway and E Denny Way,7th Ave & Union St
SEA00173,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Pier 69 / Alaskan Way & Clay St
SEA00035,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Pier 69 / Alaskan Way & Clay St
SEA00281,Lake Union Park / Valley St & Boren Ave N,Union St & 4th Ave
SEA00391,Republican St & Westlake Ave N,City Hall / 4th Ave & James St
SEA00021,Pier 66 / Alaskan Way & Bell St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00456,NE Pacific St/UW Medical Center,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00371,3rd Ave & Broad St,2nd Ave & Spring St
SEA00244,Westlake Ave & 6th Ave,1st Ave & Marion St
SEA00382,2nd Ave & Blanchard St,Thomas St & 5th Ave N
SEA00267,Pier 69 / Alaskan Way & Clay St,1st Ave & Marion St
SEA00013,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St
