ID,FromStationName,ToStationName
SEA00324,Union St & 4th Ave,E Blaine St & Fairview Ave E
SEA00311,Pier 66 / Alaskan Way & Bell St,Pier 69 / Alaskan Way & Clay St
SEA00175,Occidental Park / Occidental Ave S & S Washington St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00111,Pier 66 / Alaskan Way & Bell St,Pier 69 / Alaskan Way & Clay St
SEA00064,2nd Ave & Spring St,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St
SEA00087,2nd Ave & Spring St,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St
SEA00070,2nd Ave & Spring St,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St
SEA00275,Pier 66 / Alaskan Way & Bell St,Pier 69 / Alaskan Way & Clay St
SEA00471,Dexter Ave N & Aloha St,Mercer St & 9th Ave N
SEA00414,Westlake Ave & 6th Ave,E Blaine St & Fairview Ave E
SEA00082,Terry Ave & Stewart St,3rd Ave & Broad St
SEA00302,Summit Ave E & E Republican St,Summit Ave & E Denny Way
SEA00380,Seattle University / E Columbia St & 12th Ave,Bellevue Ave & E Pine St
SEA00482,Pier 66 / Alaskan Way & Bell St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00311,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St
SEA00111,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St
SEA00466,Pier 66 / Alaskan Way & Bell St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00275,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St
SEA00321,PATH / 9th Ave & Westlake Ave,Eastlake Ave E & E Allison St
SEA00074,Pier 66 / Alaskan Way & Bell St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00258,Republican St & Westlake Ave N,Republican St & Westlake Ave N
SEA00193,E Blaine St & Fairview Ave E,Key Arena / 1st Ave N & Harrison St
SEA00446,NE Pacific St/UW Medical Center,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00086,Republican St & Westlake Ave N,Republican St & Westlake Ave N
SEA00148,Bellevue Ave & E Pine St,2nd Ave & Vine St
SEA00492,6th Ave S & S King St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00094,6th Ave S & S King St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00223,6th Ave & Blanchard St,PATH / 9th Ave & Westlake Ave
SEA00221,E Harrison St & Broadway Ave E,15th Ave E & E Thomas St
SEA00192,E Harrison St & Broadway Ave E,15th Ave E & E Thomas St
SEA00069,NE Pacific St/UW Medical Center,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00457,Broadway and E Denny Way,Harvard Ave & E Pine St
SEA00438,15th Ave E & E Thomas St,15th Ave E & E Thomas St
SEA00090,15th Ave E & E Thomas St,15th Ave E & E Thomas St
SEA00259,Dexter Ave N & Aloha St,6th Ave & Blanchard St
SEA00034,Bellevue Ave & E Pine St,Summit Ave E & E Republican St
SEA00452,Lake Union Park / Valley St & Boren Ave N,PATH / 9th Ave & Westlake Ave
SEA00007,Lake Union Park / Valley St & Boren Ave N,PATH / 9th Ave & Westlake Ave
SEA00461,Bellevue Ave & E Pine St,Pine St & 9th Ave
SEA00254,Westlake Ave & 6th Ave,Dexter Ave N & Aloha St
SEA00156,Lake Union Park / Valley St & Boren Ave N,Thomas St & 5th Ave N
SEA00208,Lake Union Park / Valley St & Boren Ave N,Thomas St & 5th Ave N
SEA00272,15th Ave NE & NE 40th St,E Pine St & 16th Ave
SEA00219,REI / Yale Ave N & John St,Eastlake Ave E & E Allison St
SEA00114,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,NE Pacific St/UW Medical Center
SEA00047,Cal Anderson Park / 11th Ave & Pine St,Westlake Ave & 6th Ave
SEA00115,Republican St & Westlake Ave N,Westlake Ave & 6th Ave
SEA00192,15th Ave E & E Thomas St,E Pine St & 16th Ave
SEA00221,15th Ave E & E Thomas St,E Pine St & 16th Ave
SEA00318,Lake Union Park / Valley St & Boren Ave N,Lake Union Park / Valley St & Boren Ave N
SEA00033,Lake Union Park / Valley St & Boren Ave N,Lake Union Park / Valley St & Boren Ave N
SEA00138,City Hall / 4th Ave & James St,Westlake Ave & 6th Ave
SEA00457,Harvard Ave & E Pine St,Bellevue Ave & E Pine St
SEA00311,Pier 69 / Alaskan Way & Clay St,2nd Ave & Pine St
SEA00111,Pier 69 / Alaskan Way & Clay St,2nd Ave & Pine St
SEA00489,Pier 69 / Alaskan Way & Clay St,2nd Ave & Pine St
SEA00338,2nd Ave & Spring St,3rd Ave & Broad St
SEA00414,E Blaine St & Fairview Ave E,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St
SEA00384,6th Ave & Blanchard St,3rd Ave & Broad St
SEA00445,Republican St & Westlake Ave N,Dexter Ave N & Aloha St
SEA00082,3rd Ave & Broad St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00027,Westlake Ave & 6th Ave,PATH / 9th Ave & Westlake Ave
SEA00360,Harvard Ave & E Pine St,PATH / 9th Ave & Westlake Ave
SEA00421,Key Arena / 1st Ave N & Harrison St,2nd Ave & Vine St
SEA00346,Mercer St & 9th Ave N,Eastlake Ave E & E Allison St
SEA00385,2nd Ave & Pine St,Harvard Ave & E Pine St
SEA00223,PATH / 9th Ave & Westlake Ave,Lake Union Park / Valley St & Boren Ave N
SEA00493,Pine St & 9th Ave,Republican St & Westlake Ave N
SEA00461,Pine St & 9th Ave,Republican St & Westlake Ave N
SEA00360,PATH / 9th Ave & Westlake Ave,Eastlake Ave E & E Allison St
SEA00458,Pier 69 / Alaskan Way & Clay St,Occidental Park / Occidental Ave S & S Washington St
SEA00281,Pier 69 / Alaskan Way & Clay St,Occidental Park / Occidental Ave S & S Washington St
SEA00042,Eastlake Ave E & E Allison St,12th Ave & NE Campus Pkwy
SEA00230,1st Ave & Marion St,Pier 69 / Alaskan Way & Clay St
SEA00203,1st Ave & Marion St,Pier 69 / Alaskan Way & Clay St
SEA00407,NE 47th St & 12th Ave NE,NE 47th St & 12th Ave NE
SEA00224,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00214,2nd Ave & Spring St,Occidental Park / Occidental Ave S & S Washington St
SEA00139,2nd Ave & Spring St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00350,2nd Ave & Spring St,Occidental Park / Occidental Ave S & S Washington St
SEA00244,2nd Ave & Spring St,Occidental Park / Occidental Ave S & S Washington St
SEA00263,2nd Ave & Spring St,Occidental Park / Occidental Ave S & S Washington St
SEA00307,2nd Ave & Spring St,7th Ave & Union St
SEA00357,2nd Ave & Spring St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00340,2nd Ave & Spring St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00452,PATH / 9th Ave & Westlake Ave,Occidental Park / Occidental Ave S & S Washington St
SEA00413,PATH / 9th Ave & Westlake Ave,Occidental Park / Occidental Ave S & S Washington St
SEA00430,PATH / 9th Ave & Westlake Ave,E Harrison St & Broadway Ave E
SEA00410,Union St & 4th Ave,Key Arena / 1st Ave N & Harrison St
SEA00299,PATH / 9th Ave & Westlake Ave,Union St & 4th Ave
SEA00058,PATH / 9th Ave & Westlake Ave,Union St & 4th Ave
SEA00402,NE 47th St & 12th Ave NE,12th Ave & NE Campus Pkwy
SEA00444,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00220,12th Ave & NE Campus Pkwy,Lake Union Park / Valley St & Boren Ave N
SEA00430,E Harrison St & Broadway Ave E,Seattle University / E Columbia St & 12th Ave
SEA00221,E Pine St & 16th Ave,City Hall / 4th Ave & James St
SEA00192,E Pine St & 16th Ave,City Hall / 4th Ave & James St
SEA00088,Cal Anderson Park / 11th Ave & Pine St,Seattle University / E Columbia St & 12th Ave
SEA00038,Cal Anderson Park / 11th Ave & Pine St,Seattle University / E Columbia St & 12th Ave
SEA00103,9th Ave N & Mercer St,PATH / 9th Ave & Westlake Ave
SEA00191,Mercer St & 9th Ave N,Thomas St & 5th Ave N
SEA00471,Mercer St & 9th Ave N,Thomas St & 5th Ave N
SEA00494,UW Intramural Activities Building,NE Pacific St/UW Medical Center
SEA00465,2nd Ave & Pine St,2nd Ave & Pine St
SEA00318,Lake Union Park / Valley St & Boren Ave N,Lake Union Park / Valley St & Boren Ave N
SEA00109,Lake Union Park / Valley St & Boren Ave N,Lake Union Park / Valley St & Boren Ave N
SEA00072,Terry Ave & Stewart St,2nd Ave & Pine St
SEA00243,Lake Union Park / Valley St & Boren Ave N,PATH / 9th Ave & Westlake Ave
SEA00219,Eastlake Ave E & E Allison St,Lake Union Park / Valley St & Boren Ave N
SEA00230,Pier 69 / Alaskan Way & Clay St,2nd Ave & Pine St
SEA00203,Pier 69 / Alaskan Way & Clay St,2nd Ave & Pine St
SEA00471,Thomas St & 5th Ave N,Dexter Ave N & Aloha St
SEA00388,6th Ave & Blanchard St,2nd Ave & Blanchard St
SEA00072,2nd Ave & Pine St,Pier 66 / Alaskan Way & Bell St
SEA00055,E Harrison St & Broadway Ave E,2nd Ave & Blanchard St
SEA00203,2nd Ave & Pine St,Pier 66 / Alaskan Way & Bell St
SEA00194,NE Pacific St/UW Medical Center,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00482,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Key Arena / 1st Ave N & Harrison St
SEA00444,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Key Arena / 1st Ave N & Harrison St
SEA00093,Pier 66 / Alaskan Way & Bell St,2nd Ave & Pine St
SEA00478,Pier 66 / Alaskan Way & Bell St,2nd Ave & Pine St
SEA00493,Republican St & Westlake Ave N,PATH / 9th Ave & Westlake Ave
SEA00370,E Pine St & 16th Ave,7th Ave & Union St
SEA00408,REI / Yale Ave N & John St,Pier 66 / Alaskan Way & Bell St
SEA00131,REI / Yale Ave N & John St,Pier 66 / Alaskan Way & Bell St
SEA00114,NE Pacific St/UW Medical Center,NE 47th St & 12th Ave NE
SEA00352,Westlake Ave & 6th Ave,1st Ave & Marion St
SEA00232,Lake Union Park / Valley St & Boren Ave N,Pier 69 / Alaskan Way & Clay St
SEA00165,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Pier 69 / Alaskan Way & Clay St
SEA00152,Occidental Park / Occidental Ave S & S Washington St,7th Ave & Union St
SEA00471,Dexter Ave N & Aloha St,Eastlake Ave E & E Allison St
SEA00184,Mercer St & 9th Ave N,Mercer St & 9th Ave N
SEA00226,Mercer St & 9th Ave N,Mercer St & 9th Ave N
SEA00279,E Harrison St & Broadway Ave E,Key Arena / 1st Ave N & Harrison St
SEA00104,Occidental Park / Occidental Ave S & S Washington St,2nd Ave & Pine St
SEA00244,Occidental Park / Occidental Ave S & S Washington St,2nd Ave & Pine St
SEA00281,Occidental Park / Occidental Ave S & S Washington St,2nd Ave & Pine St
SEA00158,Cal Anderson Park / 11th Ave & Pine St,2nd Ave & Pine St
SEA00222,Cal Anderson Park / 11th Ave & Pine St,2nd Ave & Pine St
SEA00413,Occidental Park / Occidental Ave S & S Washington St,Pier 69 / Alaskan Way & Clay St
SEA00260,Occidental Park / Occidental Ave S & S Washington St,Pier 69 / Alaskan Way & Clay St
SEA00072,Pier 66 / Alaskan Way & Bell St,Pier 66 / Alaskan Way & Bell St
SEA00398,E Harrison St & Broadway Ave E,Cal Anderson Park / 11th Ave & Pine St
SEA00115,Westlake Ave & 6th Ave,Dexter Ave N & Aloha St
SEA00335,Broadway and E Denny Way,Cal Anderson Park / 11th Ave & Pine St
SEA00255,2nd Ave & Blanchard St,Republican St & Westlake Ave N
SEA00034,Summit Ave E & E Republican St,E Blaine St & Fairview Ave E
SEA00385,Harvard Ave & E Pine St,Seattle University / E Columbia St & 12th Ave
SEA00398,Cal Anderson Park / 11th Ave & Pine St,E Harrison St & Broadway Ave E
SEA00069,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,NE Pacific St/UW Medical Center
SEA00282,Summit Ave & E Denny Way,Eastlake Ave E & E Allison St
SEA00226,Mercer St & 9th Ave N,Summit Ave & E Denny Way
SEA00431,Key Arena / 1st Ave N & Harrison St,Pier 69 / Alaskan Way & Clay St
SEA00493,PATH / 9th Ave & Westlake Ave,9th Ave N & Mercer St
SEA00450,Key Arena / 1st Ave N & Harrison St,Pier 69 / Alaskan Way & Clay St
SEA00282,Eastlake Ave E & E Allison St,E Harrison St & Broadway Ave E
SEA00485,7th Ave & Union St,Children's Hospital / Sandpoint Way NE & 40th Ave NE
SEA00365,Dexter Ave N & Aloha St,Thomas St & 5th Ave N
SEA00220,Lake Union Park / Valley St & Boren Ave N,Lake Union Park / Valley St & Boren Ave N
SEA00318,Lake Union Park / Valley St & Boren Ave N,Lake Union Park / Valley St & Boren Ave N
SEA00109,Lake Union Park / Valley St & Boren Ave N,Lake Union Park / Valley St & Boren Ave N
SEA00202,12th Ave & E Mercer St,12th Ave & E Mercer St
SEA00078,7th Ave & Union St,Key Arena / 1st Ave N & Harrison St
SEA00089,Pier 66 / Alaskan Way & Bell St,Pier 66 / Alaskan Way & Bell St
SEA00072,Pier 66 / Alaskan Way & Bell St,Pier 66 / Alaskan Way & Bell St
SEA00408,Pier 66 / Alaskan Way & Bell St,Pier 66 / Alaskan Way & Bell St
SEA00203,Pier 66 / Alaskan Way & Bell St,Pier 66 / Alaskan Way & Bell St
SEA00272,E Pine St & 16th Ave,Thomas St & 5th Ave N
SEA00335,Cal Anderson Park / 11th Ave & Pine St,E Harrison St & Broadway Ave E
SEA00180,E Pine St & 16th Ave,Thomas St & 5th Ave N
SEA00277,E Harrison St & Broadway Ave E,1st Ave & Marion St
SEA00109,Lake Union Park / Valley St & Boren Ave N,Lake Union Park / Valley St & Boren Ave N
SEA00223,Lake Union Park / Valley St & Boren Ave N,Lake Union Park / Valley St & Boren Ave N
SEA00165,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St
SEA00260,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St
SEA00179,Summit Ave & E Denny Way,1st Ave & Marion St
SEA00226,Summit Ave & E Denny Way,1st Ave & Marion St
SEA00015,6th Ave & Blanchard St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St
SEA00037,Key Arena / 1st Ave N & Harrison St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00160,Key Arena / 1st Ave N & Harrison St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00112,12th Ave & NE Campus Pkwy,15th Ave NE & NE 40th St
SEA00435,Pier 66 / Alaskan Way & Bell St,6th Ave S & S King St
SEA00466,12th Ave & E Mercer St,E Harrison St & Broadway Ave E
SEA00191,Thomas St & 5th Ave N,Pier 69 / Alaskan Way & Clay St
SEA00183,Thomas St & 5th Ave N,Pier 69 / Alaskan Way & Clay St
SEA00005,Terry Ave & Stewart St,1st Ave & Marion St
SEA00235,Terry Ave & Stewart St,1st Ave & Marion St
SEA00202,12th Ave & E Mercer St,Summit Ave & E Denny Way
SEA00448,Pier 66 / Alaskan Way & Bell St,Pier 69 / Alaskan Way & Clay St
SEA00068,NE Pacific St/UW Medical Center,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00494,NE Pacific St/UW Medical Center,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00413,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St
SEA00101,12th Ave & E Mercer St,Broadway and E Denny Way
SEA00372,12th Ave & E Mercer St,Broadway and E Denny Way
SEA00129,Summit Ave E & E Republican St,2nd Ave & Pine St
SEA00428,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St
SEA00373,E Pine St & 16th Ave,15th Ave E & E Thomas St
SEA00001,2nd Ave & Vine St,Bellevue Ave & E Pine St
SEA00055,2nd Ave & Blanchard St,3rd Ave & Broad St
SEA00238,Pier 66 / Alaskan Way & Bell St,Pier 66 / Alaskan Way & Bell St
SEA00194,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00373,15th Ave E & E Thomas St,E Harrison St & Broadway Ave E
SEA00208,Thomas St & 5th Ave N,2nd Ave & Blanchard St
SEA00156,Thomas St & 5th Ave N,2nd Ave & Blanchard St
SEA00232,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St
SEA00494,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00210,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00293,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Pier 69 / Alaskan Way & Clay St
SEA00151,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Pier 69 / Alaskan Way & Clay St
SEA00175,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Pier 69 / Alaskan Way & Clay St
SEA00011,12th Ave & E Mercer St,City Hall / 4th Ave & James St
SEA00373,E Harrison St & Broadway Ave E,Broadway and E Denny Way
SEA00290,Summit Ave & E Denny Way,12th Ave & E Mercer St
SEA00267,Burke Museum / E Stevens Way NE & Memorial Way NE,NE Pacific St/UW Medical Center
SEA00122,Burke Museum / E Stevens Way NE & Memorial Way NE,NE Pacific St/UW Medical Center
SEA00428,Pier 69 / Alaskan Way & Clay St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00413,Pier 69 / Alaskan Way & Clay St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00098,Cal Anderson Park / 11th Ave & Pine St,Broadway and E Denny Way
SEA00448,Pier 69 / Alaskan Way & Clay St,2nd Ave & Pine St
SEA00323,Pier 69 / Alaskan Way & Clay St,2nd Ave & Pine St
SEA00215,Key Arena / 1st Ave N & Harrison St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00232,Pier 69 / Alaskan Way & Clay St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00275,Pier 69 / Alaskan Way & Clay St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00262,Key Arena / 1st Ave N & Harrison St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00075,Pier 69 / Alaskan Way & Clay St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00183,Pier 69 / Alaskan Way & Clay St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00056,Seattle University / E Columbia St & 12th Ave,Cal Anderson Park / 11th Ave & Pine St
SEA00114,NE 47th St & 12th Ave NE,12th Ave & NE Campus Pkwy
SEA00407,NE 47th St & 12th Ave NE,12th Ave & NE Campus Pkwy
SEA00266,E Pine St & 16th Ave,2nd Ave & Pine St
SEA00494,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,NE Pacific St/UW Medical Center
SEA00210,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,NE Pacific St/UW Medical Center
SEA00257,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St
SEA00037,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,2nd Ave & Spring St
SEA00160,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,2nd Ave & Spring St
SEA00453,12th Ave & E Mercer St,Cal Anderson Park / 11th Ave & Pine St
SEA00039,Summit Ave E & E Republican St,12th Ave & NE Campus Pkwy
SEA00316,Summit Ave E & E Republican St,12th Ave & NE Campus Pkwy
SEA00473,12th Ave & NE Campus Pkwy,Dexter Ave N & Aloha St
SEA00042,12th Ave & NE Campus Pkwy,Dexter Ave N & Aloha St
SEA00396,Summit Ave E & E Republican St,12th Ave & NE Campus Pkwy
SEA00436,Summit Ave E & E Republican St,12th Ave & NE Campus Pkwy
SEA00024,E Pine St & 16th Ave,Pine St & 9th Ave
SEA00332,Summit Ave E & E Republican St,REI / Yale Ave N & John St
SEA00176,Cal Anderson Park / 11th Ave & Pine St,6th Ave & Blanchard St
SEA00085,12th Ave & E Mercer St,E Harrison St & Broadway Ave E
SEA00361,Seattle University / E Columbia St & 12th Ave,2nd Ave & Pine St
SEA00387,Seattle University / E Columbia St & 12th Ave,2nd Ave & Pine St
SEA00068,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00014,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00150,NE 47th St & 12th Ave NE,12th Ave & NE Campus Pkwy
SEA00129,2nd Ave & Pine St,Occidental Park / Occidental Ave S & S Washington St
SEA00266,2nd Ave & Pine St,Occidental Park / Occidental Ave S & S Washington St
SEA00199,E Pine St & 16th Ave,2nd Ave & Pine St
SEA00200,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00359,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00429,E Pine St & 16th Ave,2nd Ave & Pine St
SEA00097,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE
SEA00147,Bellevue Ave & E Pine St,Cal Anderson Park / 11th Ave & Pine St
SEA00162,12th Ave & E Denny Way,12th Ave & E Mercer St
SEA00001,Bellevue Ave & E Pine St,2nd Ave & Pine St
SEA00104,Pier 69 / Alaskan Way & Clay St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00311,Pier 69 / Alaskan Way & Clay St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00143,Dexter Ave N & Aloha St,Republican St & Westlake Ave N
SEA00254,Dexter Ave N & Aloha St,Republican St & Westlake Ave N
SEA00193,Key Arena / 1st Ave N & Harrison St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00461,Republican St & Westlake Ave N,Union St & 4th Ave
SEA00279,Key Arena / 1st Ave N & Harrison St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00078,Key Arena / 1st Ave N & Harrison St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail
SEA00037,2nd Ave & Spring St,City Hall / 4th Ave & James St
SEA00039,12th Ave & NE Campus Pkwy,E Harrison St & Broadway Ave E
SEA00160,2nd Ave & Spring St,City Hall / 4th Ave & James St
SEA00491,UW Engineering Library / E Stevens Way NE & Jefferson Rd,Mercer St & 9th Ave N
SEA00240,UW Engineering Library / E Stevens Way NE & Jefferson Rd,Mercer St & 9th Ave N
SEA00316,12th Ave & NE Campus Pkwy,E Harrison St & Broadway Ave E
